category,category_name,vendor_number,item_number,item_description,pack,bottle_volume_ml,state_bottle_cost,state_bottle_retail
,,434,941836,Everclear 190prf,12,750,10.84,16.26
1901200,Special Order Items,434,904898,Everclear 151,6,1750,18.67,28.01
1701100,Temporary & Specialty Packages,434,100546,Ezra Brooks Sour Mash Bourbon w/Flask,4,750,7.5,11.25
1901100,Delisted Items,434,66580,Salvador's Top Shelf,6,1750,8.5,12.75
1041200,AMERICAN SLOE GINS,434,933316,Arrow Sloe Gin,12,750,4.5,6.75
1101100,AMERICAN ALCOHOL,434,904827,Everclear Alcohol 190 Proof,6,1750,23.34,35.01
1070000,Cocktails / RTD,434,62097,Paramount Long Island Iced Tea,12,1000,4.5,6.75
1081000,American Cordials & Liqueurs,434,78866,Paramount Creme De Cacao/white,12,750,4.75,7.13
1022100,Mixto Tequila,434,87936,Juarez Tequila Silver,12,750,6.5,9.75
1022100,Mixto Tequila,434,89447,La Prima Tequila/gold,12,1000,6.59,9.89
1081200,CREAM LIQUEURS,434,79986,Arrow Creme De Cassis,12,750,2.7,4.05
1081200,CREAM LIQUEURS,434,968848,St. Brendan's Irish Cream Liqueur,6,1750,15.0,22.5
1081200,Cream Liqueurs,434,968841,St Brendans Irish Cream Mini,10,50,8.0,12.0
1032080,IMPORTED VODKA,434,904696,Pearl Plum Vodka,12,750,7.85,11.78
1032080,IMPORTED VODKA,434,33932,Pearl Vodka,12,1000,8.67,13.01
1031200,VODKA FLAVORED,434,933894,Pearl Cherry,12,1000,8.67,13.01
1031100,100 PROOF VODKA,434,935961,Pearl Red Berry,12,9000,7.0,10.5
1031100,American Vodkas,434,933932,Pearl Vodka,12,1000,7.5,11.25
1081600,Whiskey Liqueur,434,86834,Rebel Yell Root Beer Whiskey,6,750,9.0,13.5
1081400,American Schnapps,434,84496,Paramount Strawberry Schnapps,12,750,4.75,7.13
1012100,CANADIAN WHISKIES,434,904762,Canadian Regency Light,6,1750,7.78,11.67
1012100,Canadian Whiskies,434,900067,Lord Calvert Hunting Dog Decanter,4,750,53.25,79.88
1022200,100% Agave Tequila,434,89182,El Mayor Reposado,6,750,14.0,21.0
1022200,100% Agave Tequila,434,988941,HA El Mayor Cask Finish 100% Agave Tequila,3,750,52.0,78.0
1022200,100% Agave Tequila,434,87646,Exotico Blanco,12,750,10.0,15.0
1071100,AMERICAN COCKTAILS,434,63683,Salvador's Strawberry Margarita 200ml-4Pack,6,800,3.55,5.33
1071100,AMERICAN COCKTAILS,434,66580,Salvador's Top Shelf,6,1750,8.5,12.75
1081300,PEPPERMINT SCHNAPPS,434,978036,Arrow Creme De Cacao Brown,12,750,4.5,6.75
1032200,IMPORTED VODKA - MISC,434,76672,Pearl Chocolate Hazelnut,12,750,7.86,11.79
1031200,American Flavored Vodka,434,933941,Pearl Red Berry Vodka,12,1000,8.67,13.01
1032200,Imported Flavored Vodka,434,34702,Pearl Pomegranate Vodka,12,750,7.0,10.5
1032200,Imported Flavored Vodka,434,36034,Pearl Peach,12,750,7.0,10.5
1011200,STRAIGHT BOURBON WHISKIES,434,917562,David Nicholson Reserve HA,12,750,20.0,30.0
1011200,Straight Bourbon Whiskies,434,18198,Ezra Brooks Ky Sour Mash Bourbon,6,1750,14.34,21.51
1011200,Straight Bourbon Whiskies,434,918190,Ezra Brooks Bourbon Mini,12,50,5.0,7.5
1011200,Straight Bourbon Whiskies,434,990645,HA Blood Oath Trilogy 3 Pack,1,2250,300.0,450.0
1081300,American Cordials & Liqueur,434,78456,Paramount Creme De Cacao/dark,12,750,4.75,7.13
1081900,MISC. AMERICAN CORDIALS & LIQUEURS,434,964820,Davinia Hazelnut Liqueur,6,750,5.84,8.76
1081900,MISC. AMERICAN CORDIALS & LIQUEURS,434,903241,Arrow Blackraspberry Liqueur,12,1000,6.58,9.87
1081210,CREME DE ALMOND,434,979966,Arrow Creme De Almond,12,750,4.5,6.75
1091100,,434,935692,Pearl Caramel,12,750,7.86,11.79
,,434,985298,Piping Rock Peppermint Schnapps,6,1750,7.67,11.51
1901100,Delisted Items,434,79966,Arrow Creme de Almond,12,750,4.5,6.75
1081000,American Cordials & Liqueurs,434,78456,Paramount Creme De Cacao/dark,12,750,4.75,7.13
1701100,Temporary & Specialty Packages,434,80130,Ezra Brooks Bourbon Cream,12,750,8.0,12.0
1051100,American Brandies,434,973300,Colonial Club Apricot & Brandy,12,750,3.5,5.25
1022200,100% Agave Tequila,434,87647,Exotico Blanco 100% Agave Tequila,12,1000,10.33,15.5
1071100,AMERICAN COCKTAILS,434,63536,Salvador's Paloma,6,1750,6.0,9.0
1011300,TENNESSEE WHISKIES,434,902374,Rebel Yell Bourbon,6,1750,19.17,28.76
1081300,PEPPERMINT SCHNAPPS,434,985316,Paramount Anisette,12,750,4.75,7.13
1031200,American Flavored Vodka,434,35698,Pearl Cucumber Mini,12,500,4.4,6.6
1032200,Imported Flavored Vodka,434,35179,Pearl Blueberry Vodka,12,750,7.0,10.5
1011200,STRAIGHT BOURBON WHISKIES,434,920316,Old Ezra 7yr 101 proof,12,750,9.59,14.39
1011200,Straight Bourbon Whiskies,434,921206,Limited Edition Rebel Yell Straight Kentucky Bourbon,12,750,8.5,12.75
1081900,MISC. AMERICAN CORDIALS & LIQUEURS,434,902242,Black Duck Cranberry Liqueur,6,750,11.25,16.88
1082900,MISC. IMPORTED CORDIALS & LIQUEURS,434,904565,Cachaca 61,12,1000,9.9,14.85
1901200,Special Order Items,434,903878,Arrow Apricot Brandy,24,375,2.61,3.92
1091100,American Distilled Spirit Specialty,434,976665,Pearl Strawberry Basil,12,750,7.0,10.5
1062310,SPICED RUM,434,44660,Lady Bligh Spiced Rum,12,750,5.0,7.5
1081200,Cream Liqueurs,434,968868,St. Brendan's Salted Caramel Irish Cream,12,750,7.69,11.54
1031200,VODKA FLAVORED,434,933900,Pearl Grape,12,1000,8.67,13.01
1081400,American Schnapps,434,984488,Paramount Butterscotch Schnapps,12,1000,5.42,8.13
1022200,100% Agave Tequila,434,87596,El Mayor Blanco,6,750,11.0,16.5
1031200,American Flavored Vodka,434,933900,Pearl Grape,12,1000,8.67,13.01
1011200,STRAIGHT BOURBON WHISKIES,434,921206,Limited Edition Rebel Yell Straight Kentucky Bourbon,12,750,8.5,12.75
1011200,STRAIGHT BOURBON WHISKIES,434,921210,Rebel Yell Small Batch Reserve,6,750,14.84,22.26
1011200,Straight Bourbon Whiskies,434,917562,David Nicholson Reserve,6,750,17.5,26.25
1081300,American Cordials & Liqueur,434,79966,Arrow Creme de Almond,12,750,4.5,6.75
1082100,,434,968842,St. Brendan's Irish Cream Liqueur,12,1000,7.67,11.51
1091200,Neutral Grain Spirits,434,941834,Everclear 190prf,24,375,4.67,7.01
1051110,BLACKBERRY BRANDIES,434,903816,Arrow Blackberry Flav Brandy Pet,24,375,2.61,3.92
1051100,APRICOT BRANDIES,434,955856,Paramount Ginger Brandy,12,750,5.48,8.23
1701100,DECANTERS & SPECIALTY PACKAGES,434,661,El Mayor 50ml Trial Pack,20,150,7.5,11.25
1901200,Special Order Items,434,941848,Everclear 151,12,1000,11.25,16.88
1011100,BLENDED WHISKIES,434,923276,Calvert Extra Blended Whiskey,12,750,5.25,7.88
1022200,100% Agave Tequila,434,989182,El Mayor Reposado Barrel Program,6,750,13.34,20.01
1081300,PEPPERMINT SCHNAPPS,434,979816,Paramount Creme de Menthe White,12,750,4.75,7.13
1032200,IMPORTED VODKA - MISC,434,935921,Pearl Wedding Cake Vodk,12,750,7.85,11.78
1031200,American Flavored Vodka,434,76668,Pearl Vanilla Bean Mini,12,500,4.4,6.6
1011200,STRAIGHT BOURBON WHISKIES,434,916862,Blood Oath Pact No. 2,3,750,54.0,81.0
1011200,Straight Bourbon Whiskies,434,21206,Rebel Yell Straight Kentucky Bourbon,12,750,9.0,13.5
1081300,American Cordials & Liqueur,434,944655,Lady Bligh Spiced Rum Mini,12,50,3.67,5.51
1081300,American Cordials & Liqueur,434,984486,Paramount Butterscotch DISCO,12,750,4.75,7.13
1081900,MISC. AMERICAN CORDIALS & LIQUEURS,434,902475,Colonial Club Black Raspberry Liqueur,12,750,4.08,6.12
1901200,Special Order Items,434,904942,Everclear 151,48,200,2.3,3.45
1091000,American Distilled Spirits Specialty,434,76665,Pearl Strawberry Basil,12,750,7.0,10.5
,,434,940909,Hawkeye Bacon Vodka DISCO,12,1000,5.01,7.52
1012400,Irish Whiskies,434,15888,The Quiet Man 8YR,6,750,25.0,37.5
1022200,100% Agave Tequila,434,989178,El Mayor Anejo Barrel Program,6,750,15.0,22.5
1031200,American Flavored Vodka,434,936032,Pearl Peach Mini,12,50,4.4,6.6
1031200,American Flavored Vodka,434,76664,Pearl Strawberry Basil Mini,12,500,4.4,6.6
1011200,Straight Bourbon Whiskies,434,22244,Yellowstone Select,6,750,25.0,37.5
1081900,MISC. AMERICAN CORDIALS & LIQUEURS,434,902539,Colonial Club Blackberry & Brandy,12,750,3.5,5.24
1901200,Special Order Items,434,904943,Everclear 151,24,375,4.2,6.3
1101100,AMERICAN ALCOHOL,434,904942,Everclear 151,48,200,2.29,3.44
1901200,Special Order Items,434,903241,Arrow Blackraspberry Liqueur,12,1000,6.59,9.89
,,434,80130,Ezra Brooks Bourbon Cream,12,750,7.0,10.5
1081000,American Cordials & Liqueurs,434,85066,Arrow Anisette,12,750,4.5,6.75
1012100,Canadian Whiskies,434,913647,Lord Calvert,12,750,5.0,7.5
1081300,PEPPERMINT SCHNAPPS,434,903220,Arrow Peppermint Schnapps,48,200,1.32,1.98
1032200,IMPORTED VODKA - MISC,434,933905,Pearl Whipt Vodka,12,750,7.85,11.78
1081300,American Cordials & Liqueur,434,972196,Arrow Kirsch Cherry Liqueur,12,750,5.38,8.07
1901200,Special Order Items,434,985897,Arrow Triple Sec,12,1000,2.34,3.51
1901200,Special Order Items,434,904565,Cachaca 61,12,1000,9.91,14.87
1081400,TRIPLE SEC,434,985897,Arrow Triple Sec,12,1000,2.34,3.51
1032080,IMPORTED VODKA,434,935702,Pearl Orange Vodka,12,750,7.85,11.78
1022200,100% Agave Tequila,434,89182,El Mayor Reposado,6,750,13.5,20.25
1022200,100% Agave Tequila,434,87596,El Mayor Blanco,6,750,12.0,18.0
1081900,MISC. AMERICAN CORDIALS & LIQUEURS,434,904803,Veev Acai,6,750,14.0,21.0
1081600,WHISKEY LIQUEUR,434,977122,Rebel Reserve Honey,6,750,8.5,12.75
1081300,PEPPERMINT SCHNAPPS,434,985298,Piping Rock Peppermint Schnapps,6,1750,7.67,11.51
1901200,Special Order Items,434,934561,Pearl Coconut Vodka,12,750,7.0,10.5
1081700,DISTILLED SPIRITS SPECIALTY,434,976062,Moonpie Moonshine Vanilla,6,750,10.84,16.26
1032200,IMPORTED VODKA - MISC,434,933935,Pearl Citrus,12,1000,8.67,13.01
1081300,American Cordials & Liqueur,434,79336,Paramount Creme De Menthe/green,12,750,4.75,7.13
1011200,Straight Bourbon Whiskies,434,22244,Yellowstone Select,6,750,30.0,45.0
1701100,Temporary & Specialty Packages,461,77771,Wild Turkey American Honey Mini,12,500,5.0,7.5
,,461,349,Skyy Bundle Up,12,750,9.01,13.52
1081000,American Cordials & Liqueurs,461,77777,Wild Turkey American Honey,12,375,5.91,8.87
1701100,DECANTERS & SPECIALTY PACKAGES,461,519,Skyy Citrus w/4 - 50ml,6,950,10.01,15.02
1901200,Special Order Items,461,903837,Wray & Nephew White Overproof Rum,12,750,12.0,18.0
1062100,JAMAICA RUM,461,43371,Appleton Signature Blend,12,750,10.5,15.75
1062100,Gold Rum,461,43371,Appleton Signature Blend,12,750,10.5,15.75
1701100,Temporary & Specialty Packages,461,3347,Frangelico w/2 Rocks Glasses,6,750,14.5,21.75
1901200,Special Order Items,461,927120,Wild Turkey 81 Rye,12,750,13.0,19.5
,,461,3337,Wild Turkey American Honey Shot Tap,6,750,10.5,15.75
1011300,Single Barrel Bourbon Whiskies,461,22178,Russell's Reserve Single Barrel Bourbon,6,750,31.0,46.5
1062100,JAMAICA RUM,461,42006,Appleton Signature Blend,12,750,9.74,14.99
1062100,JAMAICA RUM,461,42006,Appleton Signature Blend,12,750,10.5,15.75
1701100,DECANTERS & SPECIALTY PACKAGES,461,3346,Frangelico w/Candle,6,750,13.5,20.25
1701100,DECANTERS & SPECIALTY PACKAGES,461,349,Skyy Bundle Up,12,750,10.01,15.02
,,461,100022,Forty Creek w/Thermos,6,750,10.52,15.78
1701100,DECANTERS & SPECIALTY PACKAGES,461,2916,Carolan's Irish Cream w/2 Glasses,6,750,8.2,12.3
1011500,Bottled in Bond Bourbon,461,22199,Wild Turkey Rare Breed,6,750,25.0,37.5
1701100,Temporary & Specialty Packages,461,149,American Honey w/Mason Jar,6,750,10.5,15.75
1701100,Temporary & Specialty Packages,461,100040,Grand Marnier w/2 Shot Glasses,6,750,23.31,34.97
1091100,American Distilled Spirit Specialty,461,22102,Wild Turkey Longbranch,6,750,20.0,30.0
1042100,Imported Dry Gins,461,28370,Bulldog Gin,6,750,12.49,18.74
1011500,STRAIGHT RYE WHISKIES,461,27126,Russell's Reserve Rye 6YR,6,750,15.49,26.24
1901200,Special Order Items,461,904837,Wild Turkey Rare Breed,6,750,22.75,34.13
1901200,Special Order Items,461,922097,HA Wild Turkey Masters Keep Decades,6,750,75.0,112.5
,,461,904596,Appleton Estate Reserve,6,750,16.62,24.93
1011250,SINGLE BARREL BOURBON WHISKIES,461,902790,Wild Turkey Kentucky Spirit,6,750,26.5,39.75
1701100,DECANTERS & SPECIALTY PACKAGES,461,1437,Forty Creek w/2 Glasses,6,750,12.0,18.0
1901200,Special Order Items,461,903422,Cabo Wabo Anejo,6,750,23.36,35.04
1901200,Special Order Items,461,902538,Appleton Rare Blend,6,750,18.5,27.75
1901200,Special Order Items,461,903338,Appleton Estate Signature Blend,6,1750,17.0,25.5
1901200,Special Order Items,461,904579,Forty Creek Barrel Select,6,1750,23.61,35.42
1031000,American Vodka,461,37986,Skyy Vodka,12,750,8.01,13.02
1011500,STRAIGHT RYE WHISKIES,461,27126,Russell's Reserve Rye 6YR,6,750,21.5,32.25
1091100,American Distilled Spirit Specialty,461,986953,HA Wild Turkey Masters Keep Revival,6,750,75.0,112.5
1031000,American Vodka,461,37988,Skyy Vodka,6,1750,17.15,25.73
1901200,Special Order Items,461,965121,Grand Marnier Cordon Rouge Liqueur Mini,10,600,22.68,34.02
1011600,CORN WHISKIES,461,927124,Russell's Reserve Single Barrel Rye HA,6,750,30.0,45.0
1701100,Temporary & Specialty Packages,461,100416,Skyy Vodka Chiller Ice Jacket,12,750,9.01,13.52
1011600,Straight Rye Whiskies,461,927124,HA Russells Reserve Single Barrel Rye,6,750,32.5,48.75
1011500,STRAIGHT RYE WHISKIES,461,27126,Russell's Reserve Rye 6YR,6,750,20.99,31.49
1011250,SINGLE BARREL BOURBON WHISKIES,461,22178,Russell's Reserve Single Barrel Bourbon,6,750,28.5,42.75
1011600,Straight Rye Whiskies,461,27126,Russell's Reserve Rye 6YR,6,750,21.0,31.5
1901200,Special Order Items,461,902538,Appleton Rare Blend 12YR,6,750,18.5,27.75
1022100,TEQUILA,461,87250,Cabo Wabo Blanco,6,750,18.17,27.26
1022100,TEQUILA,461,89286,Espolon Reposado,6,750,13.42,20.13
1022100,TEQUILA,461,87619,Espolon Blanco,6,750,13.42,20.13
1022100,TEQUILA,461,89139,Cabo Wabo Reposado,6,750,20.76,31.14
1081200,CREAM LIQUEURS,461,68126,Carolan's Irish Cream Liqueur,12,750,8.2,12.3
1081200,CREAM LIQUEURS,461,68127,Carolan's Irish Cream Liqueur,12,1000,10.43,15.65
1081200,CREAM LIQUEURS,461,68126,Carolan's Irish Cream Liqueur,12,750,7.7,11.55
1081200,CREAM LIQUEURS,461,902864,Carolan's Irish Cream,6,1750,18.25,27.38
1081200,CREAM LIQUEURS,461,68127,Carolan's Irish Cream Liqueur,12,1000,9.77,14.66
1081200,Cream Liqueurs,461,68126,Carolan's Irish Cream Liqueur,12,750,8.2,12.3
1031080,VODKA 80 PROOF,461,37987,Skyy Vodka,12,1000,12.35,18.53
1031080,VODKA 80 PROOF,461,37988,Skyy Vodka,6,1750,17.15,25.73
1031080,VODKA 80 PROOF,461,37986,Skyy Vodka,12,750,10.01,15.02
1031080,VODKA 80 PROOF,461,37986,Skyy Vodka,12,750,8.48,13.49
1031080,VODKA 80 PROOF,461,37984,Skyy Vodka,12,375,4.59,6.89
1031200,VODKA FLAVORED,461,40465,Skyy Infusions Wild Strawberry,12,750,10.01,15.02
1031200,VODKA FLAVORED,461,39939,Skyy Infusions Tropical Mango,12,750,10.01,15.02
1031200,VODKA FLAVORED,461,40821,Skyy Infusions Pineapple,12,750,10.01,15.02
1031200,VODKA FLAVORED,461,77097,Skyy Barcraft White Sangria,12,750,10.01,15.02
1031200,VODKA FLAVORED,461,77100,Skyy Barcraft Watermelon Fresca,12,750,10.01,15.02
1031200,VODKA FLAVORED,461,40064,Skyy Infusions Pacific Blueberry,12,750,10.01,15.02
1031200,VODKA FLAVORED,461,39943,Skyy Infusions Honeycrisp Apple,12,750,10.01,15.02
1031200,VODKA FLAVORED,461,40804,Skyy Infusions Citrus,12,750,10.01,15.02
1031200,VODKA FLAVORED,461,40060,Skyy Infusions Texas Grapefruit,12,750,8.48,13.49
1031200,VODKA FLAVORED,461,40821,Skyy Infusions Pineapple,12,750,8.48,13.49
1031200,VODKA FLAVORED,461,77094,Skyy Barcraft Margarita Lime,12,750,10.01,15.02
1031200,VODKA FLAVORED,461,40064,Skyy Infusions Pacific Blueberry,12,750,8.48,13.49
1031200,VODKA FLAVORED,461,40060,Skyy Infusions Texas Grapefruit,12,750,10.01,15.02
1031200,VODKA FLAVORED,461,40232,Skyy Infusions Georgia Peach,12,750,10.01,15.02
1031200,VODKA FLAVORED,461,40804,Skyy Infusions Citrus,12,750,8.48,13.49
1031200,VODKA FLAVORED,461,40232,Skyy Infusions Georgia Peach,12,750,8.48,13.49
1031200,VODKA FLAVORED,461,40203,Skyy Infusions Vanilla Bean,12,750,10.01,15.02
1031200,VODKA FLAVORED,461,39850,Skyy Coastal Cranberry,12,750,10.01,15.02
1031200,VODKA FLAVORED,461,40465,Skyy Infusions Wild Strawberry,12,750,8.48,13.49
1031200,VODKA FLAVORED,461,40442,Skyy Infusions Moscato Grape,12,750,8.48,13.49
1031200,VODKA FLAVORED,461,40059,Skyy Infusions Texas Grapefruit Mini,12,500,9.94,14.91
1031200,VODKA FLAVORED,461,40063,Skyy Infusions Pacific Blueberry Mini,12,500,9.94,14.91
1031200,VODKA FLAVORED,461,77093,Skyy Barcraft Margarita Lime Mini,12,500,9.94,14.91
1031200,VODKA FLAVORED,461,77099,Skyy Barcraft Watermelon Fresca Mini,12,500,9.94,14.91
1031100,American Vodkas,461,37987,Skyy Vodka,12,1000,12.35,18.53
1031100,American Vodkas,461,37988,Skyy Vodka,6,1750,17.15,25.73
1031100,American Vodkas,461,37986,Skyy Vodka,12,750,9.01,13.52
1012200,Scotch Whiskies,461,905201,HA Glen Grant 12YR,6,750,24.96,37.44
1012200,Scotch Whiskies,461,905655,HA Glen Grant 15YR,6,750,40.0,60.0
1012200,Scotch Whiskies,461,5201,Glent Grant 12YR,6,750,24.96,37.44
1081600,WHISKEY LIQUEUR,461,965185,Irish Mist Honey Liqueur,6,750,11.83,17.75
1081600,Whiskey Liqueur,461,100143,Wild Turkey American Honey w/Pitcher,6,750,10.5,15.75
1012100,CANADIAN WHISKIES,461,10890,Forty Creek,12,750,12.02,18.03
1012100,CANADIAN WHISKIES,461,10880,Forty Creek Cooper Pot,12,750,14.5,21.75
1012100,CANADIAN WHISKIES,461,910874,Forty Creek Confederation Oak HA,6,750,32.49,48.74
1012100,CANADIAN WHISKIES,461,10890,Forty Creek,12,750,8.98,14.99
1012100,CANADIAN WHISKIES,461,904579,Forty Creek Barrel Select,6,1750,23.61,35.42
1012100,CANADIAN WHISKIES,461,910900,Forty Creek Double Barrel HA,6,750,27.5,41.25
1012100,CANADIAN WHISKIES,461,10880,Forty Creek Cooper Pot,12,750,11.49,18.74
1012100,Canadian Whiskies,461,10890,Forty Creek,12,750,10.52,15.78
1012100,Canadian Whiskies,461,10890,Forty Creek,12,750,9.02,15.03
1012100,Canadian Whiskies,461,910874,HA Forty Creek Confederation Oak,6,750,32.49,48.74
1042100,IMPORTED DRY GINS,461,28370,Bulldog Gin,6,750,12.49,18.74
1022200,100% Agave Tequila,461,87619,Espolon Blanco,6,750,14.0,21.0
1022200,100% Agave Tequila,461,89286,Espolon Reposado,6,750,14.0,21.0
1022200,100% Agave Tequila,461,87623,Espolon Blanco,6,1750,25.0,37.5
1022200,100% Agave Tequila,461,89139,Cabo Wabo Reposado,6,750,21.5,32.25
1022200,100% Agave Tequila,461,87250,Cabo Wabo Blanco,6,750,19.0,28.5
1022200,100% Agave Tequila,461,89136,Cabo Wabo Anejo,6,750,25.0,37.5
1022200,100% Agave Tequila,461,87619,Espolon Blanco,6,750,13.42,20.13
1022200,100% Agave Tequila,461,89519,Espolon Anejo,6,750,17.5,26.25
1022200,100% Agave Tequila,461,89286,Espolon Reposado,6,750,13.42,20.13
1022200,100% Agave Tequila,461,989699,HA Espolon Anejo X,3,750,50.0,75.0
1081300,PEPPERMINT SCHNAPPS,461,977777,Wild Turkey American Honey,12,375,5.91,8.87
1031200,American Flavored Vodka,461,40821,Skyy Infusions Pineapple,12,750,9.01,13.52
1031200,American Flavored Vodka,461,40804,Skyy Infusions Citrus,12,750,9.01,13.52
1031200,American Flavored Vodka,461,40465,Skyy Infusions Wild Strawberry,12,750,9.01,13.52
1031200,American Flavored Vodka,461,39939,Skyy Infusions Tropical Mango,12,750,9.01,13.52
1031200,American Flavored Vodka,461,39856,Skyy Infusions Bartlett Pear,12,750,9.01,13.52
1031200,American Flavored Vodka,461,39777,SKYY Infusions California Apricot,12,750,9.01,13.52
1031200,American Flavored Vodka,461,36749,Skyy Infusions Watermelon,12,750,9.01,13.52
1031200,American Flavored Vodka,461,940064,SKYY Infusions Pacific Blueberry,12,750,10.01,15.02
1031200,American Flavored Vodka,461,39943,Skyy Infusions Honeycrisp Apple,12,750,9.01,13.52
1011200,STRAIGHT BOURBON WHISKIES,461,77776,Wild Turkey American Honey,12,750,10.5,15.75
1011200,STRAIGHT BOURBON WHISKIES,461,22157,Wild Turkey 101,12,1000,16.16,24.24
1011200,STRAIGHT BOURBON WHISKIES,461,22156,Wild Turkey 101,12,750,13.5,20.25
1011200,STRAIGHT BOURBON WHISKIES,461,22155,Wild Turkey 101 Round,12,375,6.25,9.38
1011200,STRAIGHT BOURBON WHISKIES,461,22151,Wild Turkey 101 Mini,12,500,10.92,16.38
1011200,STRAIGHT BOURBON WHISKIES,461,22156,Wild Turkey 101,12,750,12.99,19.49
1011200,STRAIGHT BOURBON WHISKIES,461,22121,Wild Turkey 81,12,750,11.4,17.1
1011200,STRAIGHT BOURBON WHISKIES,461,904837,Wild Turkey Rare Breed,6,750,22.75,34.13
1011200,STRAIGHT BOURBON WHISKIES,461,22121,Wild Turkey 81,12,750,10.83,16.25
1011200,STRAIGHT BOURBON WHISKIES,461,22175,Russell's Reserve 10YR,6,750,18.49,27.74
1011200,STRAIGHT BOURBON WHISKIES,461,922099,Wild Turkey Master's Keep HA,6,750,75.0,112.5
1011200,STRAIGHT BOURBON WHISKIES,461,22175,Russell's Reserve 10YR,6,750,13.24,22.49
1011200,STRAIGHT BOURBON WHISKIES,461,22155,Wild Turkey 101 Round,12,375,6.0,9.0
1011200,STRAIGHT BOURBON WHISKIES,461,22158,Wild Turkey 101,6,1750,26.0,39.0
1011200,STRAIGHT BOURBON WHISKIES,461,77779,Wild Turkey American Honey,6,1750,19.5,29.25
1011200,STRAIGHT BOURBON WHISKIES,461,77774,Wild Turkey American Honey,12,1000,13.82,20.73
1011200,STRAIGHT BOURBON WHISKIES,461,22157,Wild Turkey 101,12,1000,15.5,23.25
1011200,STRAIGHT BOURBON WHISKIES,461,22151,Wild Turkey 101 Mini,12,500,8.91,13.37
1011200,Straight Bourbon Whiskies,461,22151,Wild Turkey 101 Mini,12,500,12.45,18.68
1011200,Straight Bourbon Whiskies,461,22155,Wild Turkey 101 Round,12,375,6.5,9.75
1011200,Straight Bourbon Whiskies,461,22157,Wild Turkey 101,12,1000,16.66,24.99
1011200,Straight Bourbon Whiskies,461,77776,Wild Turkey American Honey,12,750,10.5,15.75
1011200,Straight Bourbon Whiskies,461,77774,Wild Turkey American Honey,12,1000,13.82,20.73
1011200,Straight Bourbon Whiskies,461,22156,Wild Turkey 101,12,750,14.0,21.0
1011200,Straight Bourbon Whiskies,461,22121,Wild Turkey 81,12,750,11.4,17.1
1011200,Straight Bourbon Whiskies,461,22158,Wild Turkey 101,6,1750,27.0,40.5
1011200,Straight Bourbon Whiskies,461,22175,Russell's Reserve 10YR,6,750,20.0,30.0
1011200,Straight Bourbon Whiskies,461,22155,Wild Turkey 101 Round,12,375,6.25,9.38
1011200,Straight Bourbon Whiskies,461,22156,Wild Turkey 101,12,750,13.5,20.25
1011200,Straight Bourbon Whiskies,461,22157,Wild Turkey 101,12,1000,16.16,24.24
1011200,Straight Bourbon Whiskies,461,22151,Wild Turkey 101 Mini,12,500,10.92,16.38
1081300,American Cordials & Liqueur,461,77776,Wild Turkey American Honey,12,750,10.5,15.75
1081300,American Cordials & Liqueur,461,77779,Wild Turkey American Honey,6,1750,19.5,29.25
1081300,American Cordials & Liqueur,461,77777,Wild Turkey American Honey,12,375,5.91,8.87
1081300,American Cordials & Liqueur,461,77774,Wild Turkey American Honey,12,1000,13.82,20.73
1081300,American Cordials & Liqueur,461,77768,Wild Turkey American Honey Sting,12,750,10.5,15.75
1082000,Imported Cordials & Liqueurs,461,64790,Cynar,12,1000,13.5,20.25
1082000,Imported Cordials & Liqueurs,461,65127,Grand Marnier Cordon Rouge,12,1000,25.55,38.33
1082000,Imported Cordials & Liqueurs,461,65125,Grand Marnier Cordon Rouge,12,375,9.99,14.99
1082000,Imported Cordials & Liqueurs,461,64996,Frangelico Liqueur,12,750,14.5,21.75
1082000,Imported Cordials & Liqueurs,461,65126,Grand Marnier Cordon Rouge,12,750,23.31,34.97
1082000,Imported Cordials & Liqueurs,461,64147,Aperol,6,750,12.75,19.13
1082000,Imported Cordials & Liqueurs,461,64636,Campari Italian Aperitivo,12,750,15.0,22.5
1082000,Imported Cordials & Liqueurs,461,964250,Averna Amaro,6,750,16.5,24.75
1082000,Imported Cordials & Liqueurs,461,67487,Grand Marnier Raspberry Peach,12,750,23.31,34.97
1082000,Imported Cordials & Liqueurs,461,67192,X Rated Fusion Liqueur,6,750,14.66,21.99
1082000,Imported Cordials & Liqueurs,461,64250,Averna Amaro,6,750,16.5,24.75
1082000,Imported Cordials & Liqueurs,461,67194,X Rated Fusion Liqueur,6,1000,18.67,28.01
1082000,Imported Cordials & Liqueurs,461,65090,Grand Marnier Centenaire (100),6,750,99.99,149.99
1081900,MISC. AMERICAN CORDIALS & LIQUEURS,461,77768,Wild Turkey American Honey Sting,12,750,10.5,15.75
1082900,MISC. IMPORTED CORDIALS & LIQUEURS,461,64996,Frangelico Liqueur,12,750,14.5,21.75
1082900,MISC. IMPORTED CORDIALS & LIQUEURS,461,64147,Aperol,6,750,12.75,19.13
1082900,MISC. IMPORTED CORDIALS & LIQUEURS,461,64636,Campari Italian Aperitivo,12,750,15.0,22.5
1082900,MISC. IMPORTED CORDIALS & LIQUEURS,461,67192,X Rated Fusion Liqueur,6,750,14.66,21.99
1082900,MISC. IMPORTED CORDIALS & LIQUEURS,461,65126,Grand Marnier Cordon Rouge,12,750,23.31,34.97
1082900,MISC. IMPORTED CORDIALS & LIQUEURS,461,64996,Frangelico Liqueur,12,750,13.5,20.25
